state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
DE,143,510,no,yes,13,115.8,21,19.69,98.8,162,8.4,180.4,150,8.12,15.4,10,4.16,7,False
KS,54,510,no,no,0,225.7,11,38.37,177.0,129,15.05,184.4,47,8.3,14.3,11,3.86,7,False
TN,27,510,no,no,0,204.5,52,34.76,260.1,168,22.11,164.5,79,7.4,8.7,0,2.35,4,False
OK,13,408,no,no,0,116.8,54,19.86,300.1,155,25.51,275.6,55,12.4,13.2,0,3.56,3,False
NJ,241,510,no,no,0,115.8,52,19.69,182.4,74,15.5,248.5,120,11.18,11.3,13,3.05,8,False
LA,159,510,no,yes,23,293.5,20,49.9,188.3,72,16.01,205.9,39,9.27,10.4,17,2.81,3,False
AK,163,415,no,no,0,205.1,18,34.87,255.4,101,21.71,255.3,96,11.49,14.2,1,3.83,9,False
WI,60,408,no,no,0,245.3,87,41.7,223.5,128,19.0,112.1,166,5.04,10.3,3,2.78,3,False
IL,6,415,no,no,0,260.6,93,44.3,202.5,154,17.21,133.7,85,6.02,10.7,17,2.89,2,False
AR,258,510,no,no,0,129.9,65,22.08,197.7,66,16.8,225.6,42,10.15,11.4,3,3.08,9,False
MT,214,415,no,yes,47,274.1,58,46.6,171.9,166,14.61,239.7,121,10.79,6.5,16,1.76,2,False
MO,58,415,no,no,0,394.9498727906212,58,67.14,170.1,167,14.46,215.1,158,9.68,10.8,15,2.92,2,False
NJ,49,510,no,no,0,219.4,150,37.3,207.7,27,17.65,98.3,69,4.42,6.1,15,1.65,6,False
HI,151,408,no,no,0,173.7,2,29.53,217.1,91,18.45,142.6,99,6.42,11.6,8,3.13,4,False
CT,217,408,no,yes,9,219.1,115,37.25,219.8,151,18.68,222.5,130,10.01,11.5,9,3.11,8,False
NM,162,415,yes,no,0,168.6,57,28.66,166.0,81,14.11,331.0,131,14.9,13.3,6,3.59,1,False
UT,26,510,no,yes,3,209.6,61,35.63,269.0,50,22.86,265.8,154,11.96,11.8,8,3.19,3,False
GA,47,415,yes,no,0,253.5,145,43.1,118.3,55,10.06,285.2,88,12.83,17.2,15,4.64,1,False
RI,5,415,no,no,0,240.5,125,40.89,228.0,72,19.38,218.3,26,9.82,6.0,16,1.62,7,False
IL,218,415,no,yes,35,176.7,36,30.04,173.5,25,14.75,218.0,104,9.81,9.9,15,2.67,3,False
NM,20,510,no,yes,31,128.5,112,21.85,156.8,87,13.33,144.2,99,6.49,12.9,15,3.48,0,False
CT,134,510,no,no,0,163.9,94,27.86,184.4,51,15.67,251.4,174,11.31,13.2,19,3.56,9,False
WI,198,408,no,no,0,204.0,77,34.68,119.8,124,10.18,196.0,59,8.82,8.4,20,2.27,2,False
TN,59,510,no,yes,3,215.2,141,36.58,219.1,5,18.62,237.4,35,10.68,13.3,18,3.59,6,False
TN,192,415,no,no,0,237.8,104,40.43,283.3,116,24.08,201.7,117,9.08,5.9,9,1.59,2,False
OK,242,415,no,no,0,140.5,4,23.88,168.1,11,14.29,215.1,173,9.68,7.7,1,2.08,4,True
MD,146,408,no,yes,34,129.7,94,22.05,320.9,62,27.28,195.3,60,8.79,11.2,2,3.02,1,False
AR,132,510,no,no,0,124.9,128,21.23,157.1,35,13.35,212.1,169,9.54,10.8,6,2.92,7,False
CT,17,415,no,no,0,169.4,62,28.8,179.4,8,15.25,254.0,6,11.43,13.5,1,3.65,3,False
AL,14,408,no,yes,46,191.6,19,32.57,270.4,73,22.98,131.6,157,5.92,12.5,12,3.38,0,False
UT,206,408,no,no,0,200.0,42,34.0,139.9,66,11.89,119.4,49,5.37,8.8,3,2.38,3,False
VT,13,415,no,no,0,103.6,84,17.61,189.4,28,16.1,223.0,115,10.04,13.5,14,3.65,7,False
TN,135,415,no,yes,2,128.5,93,21.85,288.7,70,24.54,277.8,174,12.5,11.5,17,3.11,8,False
WA,128,510,no,yes,43,142.1,41,24.16,140.9,89,11.98,291.4,167,13.11,12.3,6,3.32,0,False
IL,44,408,no,yes,47,274.9,107,46.73,231.1,7,19.64,133.9,127,6.03,12.2,17,3.29,5,False
MI,119,415,no,no,0,159.4,93,27.1,227.0,42,19.3,178.2,4,8.02,9.3,6,2.51,3,False
MA,143,408,no,yes,9,100.3,73,17.05,102.9,34,8.75,120.1,69,5.4,12.8,8,3.46,7,False
MI,19,510,no,no,0,200.6,108,34.1,169.6,109,14.42,170.3,171,7.66,11.0,11,2.97,0,False
NV,63,415,no,yes,14,174.1,114,29.6,322.5,21,27.41,260.6,31,11.73,12.5,0,3.38,4,False
FL,235,510,no,no,0,116.6,124,19.82,212.4,65,18.05,199.3,78,8.97,14.2,1,3.83,0,False
MT,239,408,no,no,0,154.4,5,26.25,220.6,101,18.75,179.8,114,8.09,9.7,17,2.62,3,False
FL,236,510,no,no,0,161.6,122,27.47,213.1,148,18.11,229.4,76,10.32,12.9,13,3.48,1,False
IA,163,510,no,no,0,173.4,41,29.48,305.2,93,25.94,157.1,73,7.07,9.0,5,2.43,9,False
GA,81,408,no,no,0,230.2,57,39.13,151.3,94,12.86,286.0,167,12.87,8.7,10,2.35,8,False
MS,163,510,no,no,0,210.3,9,35.75,166.4,168,14.14,200.4,56,9.02,10.0,18,2.7,1,False
TN,147,408,no,no,0,186.8,88,31.76,195.4,40,16.61,178.3,10,8.02,10.0,7,2.7,3,False
DE,148,415,no,no,0,233.2,77,39.64,229.3,3,19.49,231.7,167,10.43,11.3,20,3.05,2,False
MS,100,408,no,no,0,157.9,110,26.84,208.8,97,17.75,250.7,103,11.28,6.8,4,1.84,0,False
KS,163,408,no,yes,29,140.8,38,23.94,210.3,9,17.88,286.2,174,12.88,11.6,20,3.13,0,False
WI,160,415,no,no,0,196.7,140,33.44,172.8,93,14.69,188.7,129,8.49,9.6,6,2.59,1,False
MT,122,408,no,no,0,192.5,10,32.72,232.0,66,19.72,258.6,117,11.64,4.7,3,1.27,7,False
NE,176,415,no,no,0,100.3,109,17.05,104.5,137,8.88,205.5,119,9.25,11.1,14,3.0,1,False
OR,44,415,no,no,0,260.6,15,44.3,173.1,72,14.71,167.0,48,7.52,14.0,0,3.78,0,False
AR,104,408,no,no,0,125.0,32,21.25,159.1,144,13.52,158.1,37,7.11,13.0,4,3.51,5,False
WY,152,510,no,yes,47,208.6,58,35.46,144.8,52,12.31,140.8,15,6.34,10.0,16,2.7,0,False
MS,61,510,no,no,0,209.8,50,35.67,110.2,162,9.37,159.9,119,7.2,8.8,12,2.38,9,False
ME,125,415,yes,yes,24,13.3,14,2.26,212.9,3,18.1,260.2,87,11.71,12.4,16,3.35,8,False
OK,145,510,yes,yes,1,192.3,42,32.69,222.9,67,18.95,238.2,118,10.72,8.8,18,2.38,5,False
RI,71,510,no,no,0,268.4,26,45.63,223.3,112,18.98,133.0,77,5.98,9.9,3,2.67,9,True
GA,107,408,no,no,0,141.7,55,24.09,249.0,95,21.17,105.7,26,4.76,17.2,16,4.64,5,False
MO,50,415,yes,no,0,77.5,120,13.18,257.9,101,21.92,139.9,73,6.3,14.2,11,3.83,0,False
LA,65,415,no,no,0,173.7,112,29.53,97.0,138,8.25,158.1,122,7.11,9.5,17,2.57,6,False
ME,99,408,no,yes,32,205.2,59,34.88,233.2,43,19.82,183.6,155,8.26,11.9,10,3.21,2,False
OK,32,510,no,no,0,175.3,114,29.8,210.3,118,17.88,263.3,44,11.85,14.5,3,3.92,0,False
GA,164,415,no,no,0,128.7,108,21.88,209.7,109,17.82,170.4,160,7.67,11.3,11,3.05,8,True
NC,141,510,no,no,0,124.4,111,21.15,194.7,159,16.55,290.7,127,13.08,6.9,8,1.86,7,False
WY,198,415,yes,no,0,92.4,99,15.71,172.9,45,14.7,109.3,59,4.92,11.0,17,2.97,3,False
CA,58,415,no,yes,38,78.8,7,13.4,227.9,22,19.37,181.2,125,8.15,9.4,8,2.54,2,False
WA,128,415,no,no,0,161.5,134,27.46,151.0,105,12.84,242.4,173,10.91,9.4,0,2.54,1,False
WI,142,415,no,no,0,202.9,80,34.49,257.2,164,21.86,245.7,34,11.06,8.1,5,2.19,1,False
OH,165,510,no,no,0,188.6,129,32.06,175.6,125,14.93,181.9,40,8.19,6.9,18,1.86,2,False
UT,112,510,no,no,0,193.5,144,32.9,96.9,89,8.24,254.1,132,11.43,8.4,0,2.27,0,False
ND,207,510,no,yes,33,214.1,120,36.4,206.7,97,17.57,243.9,4,10.98,12.1,7,3.27,9,False
NC,239,510,no,yes,17,250.6,3,42.6,141.0,74,11.99,163.2,149,7.34,12.8,5,3.46,6,False
MA,68,408,no,yes,23,181.5,25,30.86,139.9,113,11.89,217.0,33,9.76,16.0,3,4.32,1,False
KY,40,415,no,no,0,198.6,77,33.76,235.9,119,20.05,238.0,144,10.71,8.7,2,2.35,5,False
MI,187,415,no,yes,26,199.0,71,33.83,248.7,84,21.14,167.0,50,7.52,7.8,12,2.11,5,False
WV,208,415,yes,no,0,188.0,132,31.96,195.4,42,16.61,291.5,136,13.12,12.5,1,3.38,3,False
OR,220,408,no,yes,38,181.0,127,30.77,98.3,87,8.36,154.9,124,6.97,5.9,12,1.59,3,False
IA,144,510,no,no,0,185.4,4,31.52,228.1,142,19.39,207.8,142,9.35,4.4,20,1.19,0,False
OH,190,415,no,yes,18,264.3,90,44.93,184.7,129,15.7,132.5,108,5.96,12.4,14,3.35,5,False
NV,132,510,yes,yes,38,257.4,68,43.76,271.3,132,23.06,205.6,156,9.25,7.4,7,2.0,7,False
CT,173,510,no,no,0,87.8,2,14.93,301.3,103,25.61,142.4,152,6.41,8.1,11,2.19,9,True
NY,90,408,yes,no,0,191.8,93,32.61,124.3,92,10.57,184.1,84,8.28,11.8,7,3.19,3,False
HI,28,408,yes,no,0,180.4,0,30.67,327.1,40,27.8,114.3,27,5.14,10.2,18,2.75,0,False
GA,96,510,no,no,0,248.0,135,42.16,121.5,31,10.33,243.2,150,10.94,9.3,8,2.51,3,False
FL,237,415,no,no,0,178.1,12,30.28,173.5,105,14.75,219.2,102,9.86,6.4,9,1.73,1,False
IN,194,415,yes,no,0,193.6,111,32.91,253.3,1,21.53,258.7,99,11.64,8.5,20,2.3,3,False
IL,31,408,yes,no,0,144.9,7,24.63,164.2,9,13.96,181.2,2,8.15,8.6,6,2.32,7,False
MO,3,408,yes,yes,1,223.9,157,38.06,159.5,118,13.56,261.2,32,11.75,8.9,9,2.4,2,False
AK,136,408,no,no,0,112.8,112,19.18,114.0,100,9.69,202.1,68,9.09,11.7,2,3.16,4,False
OH,24,408,no,no,0,163.5,78,27.8,132.9,109,11.3,206.1,89,9.27,10.9,1,2.94,9,False
CT,15,408,yes,no,0,123.1,121,20.93,159.5,66,13.56,314.2,16,14.14,9.4,6,2.54,1,False
MA,171,408,no,yes,27,163.8,73,27.85,240.5,22,20.44,173.8,80,7.82,10.4,9,2.81,8,False
LA,159,408,no,no,0,150.4,126,25.57,286.6,97,24.36,266.3,110,11.98,15.0,7,4.05,2,False
AZ,201,415,no,yes,15,225.2,160,38.28,162.3,96,13.8,225.9,66,10.17,11.0,11,2.97,0,False
TN,231,408,no,yes,32,168.2,112,28.59,180.6,5,15.35,169.1,66,7.61,14.1,19,3.81,6,False
RI,45,408,no,no,0,260.6,51,44.3,150.3,12,12.78,129.0,33,5.8,8.4,16,2.27,4,False
SD,194,415,no,no,0,167.0,120,28.39,123.1,20,10.46,144.2,7,6.49,9.5,8,2.57,8,True
WI,8,415,no,no,0,121.5,32,20.66,123.2,57,10.47,261.1,44,11.75,9.1,19,2.46,2,False
HI,71,510,no,no,0,166.9,72,28.37,135.9,119,11.55,293.7,59,13.22,11.1,2,3.0,0,False
RI,108,408,no,yes,42,205.7,95,34.97,198.4,155,16.86,204.9,69,9.22,11.4,3,3.08,6,False
MS,115,408,no,yes,19,271.1,36,46.09,168.9,119,14.36,207.8,100,9.35,11.6,6,3.13,7,False
VA,103,408,no,no,0,145.2,68,24.68,181.8,135,15.45,241.9,108,10.89,3.5,17,0.94,1,False
ME,234,408,no,no,0,269.6,131,45.83,221.2,76,18.8,204.0,149,9.18,7.5,16,2.03,1,False
AR,125,510,no,no,0,169.7,59,28.85,196.3,97,16.69,259.4,160,11.67,10.7,2,2.89,8,True
MT,57,415,no,no,0,156.0,73,26.52,141.6,57,12.04,215.7,111,9.71,15.2,2,4.1,3,False
PA,208,415,no,no,0,221.9,30,37.72,249.8,167,21.23,207.3,173,9.33,8.6,12,2.32,0,False
TN,227,408,yes,no,0,256.9,13,43.67,97.9,85,8.32,162.2,51,7.3,16.2,16,4.37,8,False
NY,30,408,no,no,0,210.1,59,35.72,161.5,0,13.73,149.0,118,6.7,6.3,17,1.7,8,False
RI,202,408,no,no,0,103.6,67,17.61,288.8,76,24.55,29.4,73,1.32,10.7,18,2.89,5,False
VT,230,510,yes,no,0,198.0,127,33.66,218.4,9,18.56,266.6,65,12.0,9.6,16,2.59,5,False
VA,146,510,yes,no,0,297.4,25,50.56,109.3,68,9.29,192.1,148,8.64,8.6,15,2.32,8,True
OK,114,415,no,no,0,57.0,151,9.69,120.3,147,10.23,178.4,151,8.03,12.5,15,3.38,1,False
SC,197,408,no,no,0,200.2,136,34.03,183.7,61,15.61,94.6,120,4.26,9.8,0,2.65,8,False
OR,117,408,no,no,0,164.6,34,27.98,176.2,12,14.98,165.4,12,7.44,5.8,13,1.57,3,False
NC,221,408,yes,yes,46,129.5,105,22.02,237.2,164,20.16,158.3,63,7.12,4.5,14,1.22,3,False
OK,167,408,no,yes,11,235.8,23,40.09,258.7,9,21.99,157.1,4,7.07,7.0,3,1.89,8,True
AZ,60,510,no,no,0,86.2,158,14.65,174.7,2,14.85,218.0,145,9.81,11.8,19,3.19,6,False
FL,98,415,no,no,0,161.1,82,27.39,195.6,161,16.63,206.6,115,9.3,9.4,20,2.54,9,False
DE,171,415,no,no,0,234.1,35,39.8,148.3,33,12.61,126.5,36,5.69,12.9,10,3.48,4,False
NC,126,510,no,no,0,227.9,100,38.74,193.0,157,16.4,129.9,53,5.85,9.6,17,2.59,7,False
CO,173,408,no,no,0,212.2,33,36.07,148.7,164,12.64,129.8,31,5.84,10.8,16,2.92,0,False
SD,151,415,no,yes,19,189.3,120,32.18,202.2,33,17.19,297.8,27,13.4,14.2,8,3.83,6,False
RI,197,415,no,yes,19,173.3,38,29.46,169.0,159,14.36,280.6,85,12.63,9.5,20,2.57,3,False
AR,94,510,no,no,0,154.6,22,26.28,232.9,84,19.8,154.0,44,6.93,15.5,13,4.19,1,False
IL,134,408,no,yes,7,127.5,79,21.68,254.5,57,21.63,93.3,27,4.2,11.9,2,3.21,1,False
WI,184,415,no,yes,46,223.9,69,38.06,267.0,104,22.7,206.9,64,9.31,7.4,19,2.0,8,False
AK,122,408,no,no,0,191.4,58,32.54,202.8,151,17.24,202.5,69,9.11,6.6,19,1.78,5,False
CA,238,415,yes,yes,48,225.5,153,38.34,232.0,8,19.72,217.1,41,9.77,6.0,3,1.62,3,False
UT,108,510,no,no,0,137.8,21,23.43,175.5,40,14.92,240.0,160,10.8,10.1,15,2.73,1,False
NE,4,408,no,no,0,136.6,108,23.22,158.1,151,13.44,224.4,15,10.1,5.4,20,1.46,6,False
NY,93,510,no,no,0,206.8,110,35.16,131.3,24,11.16,139.7,140,6.29,15.0,11,4.05,8,False
MA,151,415,no,no,0,57.0,87,9.69,219.3,35,18.64,215.9,148,9.72,16.3,20,4.4,1,True
DE,6,510,yes,no,0,43.4,39,7.38,96.4,7,8.19,246.1,58,11.07,5.5,7,1.48,3,False
PA,32,510,no,yes,7,234.7,84,39.9,245.5,125,20.87,160.9,46,7.24,10.7,8,2.89,0,False
DE,106,510,no,yes,10,141.8,93,24.11,182.7,113,15.53,216.2,166,9.73,4.5,10,1.22,0,False
WY,146,415,no,no,0,190.4,10,32.37,186.1,104,15.82,170.1,109,7.65,12.0,4,3.24,2,False
AZ,15,408,no,yes,44,200.5,116,34.08,235.4,92,20.01,307.8,125,13.85,12.6,11,3.4,0,False
UT,168,510,no,yes,17,235.9,8,40.1,107.5,88,9.14,128.4,42,5.78,10.0,19,2.7,3,False
AZ,122,408,no,no,0,156.2,11,26.55,189.7,162,16.12,262.4,154,11.81,10.8,1,2.92,5,False
MI,96,415,no,no,0,159.2,153,27.06,281.5,37,23.93,109.8,108,4.94,34.555844082459146,10,9.33,4,False
CO,201,408,no,no,0,146.8,37,24.96,186.5,91,15.85,296.8,164,13.36,10.1,10,2.73,8,False
AK,229,510,no,yes,21,213.5,130,36.3,133.5,118,11.35,138.4,113,6.23,12.0,20,3.24,1,False
MN,202,510,no,no,0,215.9,125,36.7,183.3,159,15.58,210.2,2,9.46,9.5,0,2.57,1,False
UT,212,510,no,no,0,249.0,142,42.33,267.8,100,22.76,112.0,75,5.04,13.4,16,3.62,2,False
AK,6,510,yes,yes,28,112.7,132,19.16,162.0,112,13.77,127.1,6,5.72,8.1,16,2.19,3,True
PA,112,510,no,yes,20,300.6,53,51.1,122.5,27,10.41,248.5,19,11.18,9.1,3,2.46,8,False
KY,120,510,yes,no,0,163.1,23,27.73,177.2,98,15.06,255.5,78,11.5,4.2,13,1.13,5,False
OH,123,415,yes,no,0,177.4,138,30.16,129.4,135,11.0,212.9,64,9.58,16.5,4,4.46,8,False
ND,191,415,no,no,0,188.8,120,32.1,85.9,40,7.3,240.0,114,10.8,4.4,3,1.19,4,False
MN,67,415,no,yes,23,130.8,118,22.24,239.4,117,20.35,256.4,141,11.54,13.1,5,3.54,8,False
NJ,106,408,no,no,0,157.8,160,26.83,254.5,22,21.63,163.1,97,7.34,11.2,17,3.02,8,False
DE,139,408,no,no,0,258.9,73,44.01,222.4,22,18.9,124.5,48,5.6,10.0,20,2.7,0,False
MI,43,415,no,yes,31,259.7,120,44.15,246.6,31,20.96,199.3,73,8.97,7.5,12,2.03,8,False
UT,145,408,no,yes,31,191.1,127,32.49,180.3,137,15.33,168.8,36,7.6,8.7,5,2.35,6,False
OK,96,408,no,no,0,236.4,43,40.19,269.9,80,22.94,221.0,133,9.94,8.9,14,2.4,7,True
CA,132,510,no,no,0,202.2,89,34.37,169.0,162,14.36,229.6,5,10.33,8.5,4,2.3,2,True
IL,191,510,no,no,0,176.9,163,30.07,201.0,98,17.08,163.2,27,7.34,4.0,5,1.08,0,False
NH,196,408,no,no,0,139.3,11,23.68,158.0,62,13.43,238.0,101,10.71,11.6,17,3.13,3,False
NM,81,408,no,no,0,133.5,2,22.7,129.5,35,11.01,235.3,120,10.59,11.8,6,3.19,0,False
WA,41,415,no,no,0,139.1,49,23.65,168.6,92,14.33,239.1,140,10.76,9.0,5,2.43,0,False
KS,211,408,no,no,0,267.2,156,45.42,314.7,45,26.75,178.0,12,8.01,9.9,7,2.67,3,False
TN,133,510,no,yes,15,227.2,107,38.62,279.2,26,23.73,242.1,122,10.89,11.6,4,3.13,7,False
NJ,160,408,no,no,0,257.8,15,43.83,240.5,158,20.44,228.1,9,10.26,6.1,3,1.65,0,False
KS,214,415,no,no,0,201.6,26,34.27,179.1,161,15.22,234.6,79,10.56,5.5,18,1.48,9,True
ID,198,510,no,yes,47,132.5,122,22.52,178.0,75,15.13,290.6,166,13.08,10.0,9,2.7,9,False
KY,35,510,yes,no,0,212.6,69,36.14,288.4,100,24.51,217.7,98,9.8,9.1,8,2.46,8,False
KS,22,510,no,yes,41,248.6,41,42.26,202.1,157,17.18,167.2,150,7.52,8.8,0,2.38,5,False
ID,193,510,no,no,0,214.5,137,36.47,241.3,150,20.51,140.0,36,6.3,26.849008068452438,18,7.25,4,False
DE,212,408,no,no,0,108.9,124,18.51,172.8,8,14.69,260.9,120,11.74,8.9,11,2.4,8,False
MD,150,415,no,no,0,100.4,135,17.07,185.8,128,15.79,219.3,7,9.87,11.2,18,3.02,8,False
AZ,112,408,no,no,0,214.4,145,36.45,240.8,55,20.47,290.2,85,13.06,15.0,12,4.05,8,False
KS,11,408,no,no,0,163.1,144,27.73,163.5,166,13.9,90.4,4,4.07,15.9,14,4.29,2,False
NJ,205,510,no,yes,17,196.9,57,33.47,218.8,86,18.6,249.2,121,11.21,12.4,1,3.35,7,False
VT,234,415,no,yes,43,140.9,105,23.95,165.3,17,14.05,185.9,26,8.37,3.3,19,0.89,9,True
MN,3,510,no,no,0,186.8,65,31.76,227.0,41,19.3,180.9,123,8.14,11.8,11,3.19,3,False
NV,137,408,no,yes,25,120.6,83,20.5,163.8,110,13.92,158.7,146,7.14,14.4,17,3.89,3,False
SC,60,408,no,no,0,193.3,8,32.86,290.4,72,24.68,248.6,170,11.19,10.7,20,2.89,6,False
CA,76,510,no,no,0,219.3,104,37.28,197.7,64,16.8,233.1,42,10.49,8.1,3,2.19,7,False
MD,87,408,no,yes,2,222.3,88,37.79,240.5,160,20.44,138.3,34,6.22,8.9,19,2.4,3,False
SC,14,408,no,no,0,109.4,88,18.6,199.9,157,16.99,208.9,54,9.4,13.4,11,3.62,9,False
UT,225,510,no,no,0,205.3,87,34.9,175.4,132,14.91,238.1,60,10.71,8.5,19,2.3,5,False
AL,18,408,no,no,0,148.3,5,25.21,230.3,9,19.58,209.6,46,9.43,7.3,12,1.97,0,False
NJ,113,415,no,no,0,262.5,157,44.62,259.8,59,22.08,259.8,101,11.69,8.2,3,2.21,1,False
MA,233,510,no,yes,8,231.6,122,39.37,127.1,154,10.8,184.3,76,8.29,10.2,13,2.75,4,False
MD,73,415,no,no,0,181.4,73,30.84,207.7,71,17.65,78.3,55,3.52,9.4,20,2.54,3,False
CO,23,408,no,yes,21,297.8,102,50.63,195.5,155,16.62,210.1,81,9.45,5.5,17,1.48,2,False
MI,202,408,no,yes,30,140.7,145,23.92,211.7,51,17.99,209.8,145,9.44,8.8,5,2.38,5,False
LA,83,510,no,no,0,176.9,32,30.07,270.0,61,22.95,216.8,52,9.76,15.3,0,4.13,9,False
DE,125,408,no,yes,23,209.2,146,35.56,242.6,116,20.62,259.8,88,11.69,10.5,9,2.84,5,False
RI,175,510,no,no,0,289.9,86,49.28,260.0,124,22.1,94.6,84,4.26,11.7,17,3.16,9,False
NY,69,510,no,no,0,259.0,68,44.03,214.4,59,18.22,187.1,138,8.42,6.0,18,1.62,7,False
NC,47,510,no,no,0,223.3,123,37.96,178.9,85,15.21,150.2,111,6.76,11.9,1,3.21,1,False
KS,116,510,no,no,0,132.6,25,22.54,77.3,167,6.57,134.8,128,6.07,14.2,14,3.83,6,False
ID,215,510,no,yes,20,132.5,156,22.52,273.2,142,23.22,196.1,95,8.82,10.9,2,2.94,6,False
PA,30,415,no,no,0,217.6,151,36.99,73.5,94,6.25,237.9,7,10.71,6.6,7,1.78,1,False
ND,25,510,no,no,0,112.4,5,19.11,282.0,6,23.97,216.3,146,9.73,11.8,18,3.19,5,False
IN,156,415,no,no,0,197.3,38,33.54,238.8,38,20.3,162.9,15,7.33,12.3,10,3.32,4,False
OK,226,408,no,yes,6,223.4,3,37.98,301.4,6,25.62,192.1,65,8.64,8.0,13,2.16,1,False
NC,237,510,no,yes,21,100.2,127,17.03,214.6,139,18.24,250.2,11,11.26,13.0,15,3.51,8,False
MN,112,408,no,no,0,215.0,57,36.55,226.5,13,19.25,236.9,92,10.66,11.3,9,3.05,7,False
WY,239,510,no,no,0,228.4,47,38.83,191.6,33,16.29,170.2,73,7.66,4.4,16,1.19,6,False
VT,25,415,no,no,0,160.4,59,27.27,204.9,121,17.42,166.7,85,7.5,8.4,14,2.27,5,False
AK,74,415,no,no,0,171.5,25,29.16,164.0,166,13.94,107.3,97,4.83,9.1,10,2.46,4,False
SD,206,415,no,no,0,83.5,76,14.2,195.0,72,16.58,176.8,20,7.96,9.8,7,2.65,8,False
MA,234,408,no,no,0,174.1,85,29.6,157.8,63,13.41,106.3,36,4.78,10.0,7,2.7,4,False
AK,238,510,no,no,0,97.6,122,16.59,203.4,96,17.29,311.6,4,14.02,12.2,6,3.29,5,False
NE,58,408,no,yes,0,142.7,55,24.26,199.7,11,16.97,153.8,159,6.92,12.3,19,3.32,2,False
FL,94,415,no,no,0,158.3,38,26.91,200.0,125,17.0,259.9,66,11.7,14.5,11,3.92,8,True
AL,119,408,yes,no,0,117.6,80,19.99,196.4,33,16.69,298.2,9,13.42,10.9,20,2.94,7,False
HI,127,415,no,yes,14,112.7,24,19.16,169.5,26,14.41,211.7,87,9.53,14.1,15,3.81,8,False
AZ,169,415,no,yes,31,115.3,161,19.6,229.5,149,19.51,194.6,83,8.76,12.6,15,3.4,0,False
MN,25,415,no,yes,13,245.9,126,41.8,217.1,17,18.45,128.6,61,5.79,13.4,9,3.62,0,False
MT,78,510,no,no,0,176.2,148,29.95,215.1,145,18.28,172.8,36,7.78,14.5,6,3.92,1,False
AR,99,510,no,no,0,248.4,24,42.23,153.0,36,13.0,286.6,174,12.9,9.1,3,2.46,3,True
LA,116,415,no,no,0,158.1,88,26.88,235.3,134,20.0,219.0,48,9.86,9.8,1,2.65,9,False
CO,48,408,no,no,0,159.3,21,27.08,162.0,67,13.77,201.5,23,9.07,4.1,8,1.11,4,False
OH,226,408,no,no,0,157.1,22,26.71,174.3,79,14.82,270.9,81,12.19,13.1,14,3.54,6,False
MI,10,510,no,yes,20,19.0,152,3.23,205.7,85,17.48,237.6,153,10.69,12.9,13,3.48,3,False
TX,99,415,no,yes,49,207.4,153,35.26,259.7,59,22.07,192.0,105,8.64,10.4,11,2.81,0,False
IA,203,408,yes,no,0,174.2,29,29.61,139.4,47,11.85,211.7,54,9.53,12.2,16,3.29,7,False
MI,11,415,no,no,0,182.8,102,31.08,150.6,99,12.8,158.5,6,7.13,13.0,16,3.51,2,False
OR,85,408,no,no,0,67.1,161,11.41,100.9,83,8.58,169.7,168,7.64,10.1,12,2.73,8,False
TN,149,510,no,no,0,178.5,76,30.35,226.8,94,19.28,188.9,129,8.5,11.2,7,3.02,1,False
ID,214,415,no,no,0,156.3,72,26.57,183.8,51,15.62,230.1,157,10.35,10.0,9,2.7,0,False
WA,173,415,no,no,0,186.8,142,31.76,222.6,76,18.92,132.6,122,5.97,9.7,12,2.62,9,False
WI,135,408,no,yes,43,175.9,94,29.9,218.3,83,18.56,204.1,19,9.18,8.1,6,2.19,7,False
TN,209,408,no,no,0,153.8,94,26.15,241.2,53,20.5,178.9,55,8.05,6.1,2,1.65,2,False
PA,192,408,no,yes,38,210.4,137,35.77,201.1,168,17.09,151.3,23,6.81,6.4,14,1.73,0,False
LA,126,415,no,no,0,235.3,116,40.0,164.8,169,14.01,179.2,107,8.06,9.8,6,2.65,2,False
VT,64,510,no,yes,13,158.0,36,26.86,212.8,149,18.09,74.6,139,3.36,6.9,4,1.86,7,False
OH,2,510,no,no,0,101.8,6,17.31,222.1,38,18.88,159.1,90,7.16,7.4,7,2.0,3,False
NJ,76,408,no,no,0,105.3,123,17.9,183.2,22,15.57,140.6,14,6.33,7.7,20,2.08,9,False
MS,121,510,no,no,0,202.8,31,34.48,205.6,47,17.48,184.9,72,8.32,9.2,16,2.48,6,False
TN,42,408,no,no,0,250.0,10,42.5,132.4,112,11.25,76.9,60,3.46,13.2,7,3.56,7,True
NJ,210,510,no,no,0,82.1,108,13.96,136.1,119,11.57,210.3,27,9.46,4.0,6,1.08,6,False
IN,54,415,yes,no,0,125.0,91,21.25,116.3,160,9.89,249.1,109,11.21,10.1,6,2.73,0,False
CO,75,408,no,no,0,162.0,47,27.54,215.7,126,18.33,193.7,2,8.72,7.4,1,2.0,3,False
AZ,16,510,no,no,0,69.8,44,11.87,238.7,40,20.29,226.9,15,10.21,9.9,10,2.67,9,False
